Namespace(b1=0.5, b2=0.999, batch_size=64, channels=3, img_size=128, latent_dim=100, lr=0.001, n_cpu=8, n_epochs=200, sample_interval=400)
[Epoch 55/200] [Batch 25/27] [D loss: 0.630975] [G loss: 0.798841]
[Epoch 55/200] [Batch 26/27] [D loss: 0.670681] [G loss: 0.907387]
[Epoch 56/200] [Batch 0/27] [D loss: 0.665261] [G loss: 0.758606]
[Epoch 56/200] [Batch 1/27] [D loss: 0.703543] [G loss: 0.779186]
[Epoch 56/200] [Batch 2/27] [D loss: 0.627210] [G loss: 0.725340]
[Epoch 56/200] [Batch 3/27] [D loss: 0.665686] [G loss: 0.695807]
[Epoch 56/200] [Batch 4/27] [D loss: 0.658932] [G loss: 0.679363]
[Epoch 56/200] [Batch 5/27] [D loss: 0.709317] [G loss: 0.622416]
[Epoch 56/200] [Batch 6/27] [D loss: 0.791425] [G loss: 0.558751]
[Epoch 56/200] [Batch 7/27] [D loss: 0.804324] [G loss: 0.715807]
[Epoch 56/200] [Batch 8/27] [D loss: 0.769762] [G loss: 0.919544]
[Epoch 56/200] [Batch 9/27] [D loss: 0.674928] [G loss: 1.078003]
[Epoch 56/200] [Batch 10/27] [D loss: 0.642097] [G loss: 1.241724]
[Epoch 56/200] [Batch 11/27] [D loss: 0.571383] [G loss: 1.159136]
[Epoch 56/200] [Batch 12/27] [D loss: 0.532217] [G loss: 1.231460]
[Epoch 56/200] [Batch 13/27] [D loss: 0.680495] [G loss: 0.756902]
[Epoch 56/200] [Batch 14/27] [D loss: 0.658432] [G loss: 0.622197]
[Epoch 56/200] [Batch 15/27] [D loss: 0.647578] [G loss: 0.573634]
[Epoch 56/200] [Batch 16/27] [D loss: 0.641017] [G loss: 0.661179]
[Epoch 56/200] [Batch 17/27] [D loss: 0.665075] [G loss: 0.711419]
[Epoch 56/200] [Batch 18/27] [D loss: 0.631896] [G loss: 0.702528]
[Epoch 56/200] [Batch 19/27] [D loss: 0.681214] [G loss: 0.675095]
[Epoch 56/200] [Batch 20/27] [D loss: 0.717538] [G loss: 0.632574]
[Epoch 56/200] [Batch 21/27] [D loss: 0.765355] [G loss: 0.567913]
[Epoch 56/200] [Batch 22/27] [D loss: 0.718315] [G loss: 0.753000]
[Epoch 56/200] [Batch 23/27] [D loss: 0.678664] [G loss: 1.011368]
[Epoch 56/200] [Batch 24/27] [D loss: 0.704329] [G loss: 0.916993]
[Epoch 56/200] [Batch 25/27] [D loss: 0.713502] [G loss: 0.845819]
[Epoch 56/200] [Batch 26/27] [D loss: 0.676619] [G loss: 0.685762]
[Epoch 57/200] [Batch 0/27] [D loss: 0.628569] [G loss: 0.861404]
[Epoch 57/200] [Batch 1/27] [D loss: 0.771212] [G loss: 0.837914]
[Epoch 57/200] [Batch 2/27] [D loss: 0.748949] [G loss: 1.049351]
[Epoch 57/200] [Batch 3/27] [D loss: 0.664660] [G loss: 0.813724]
[Epoch 57/200] [Batch 4/27] [D loss: 0.687677] [G loss: 0.721827]
[Epoch 57/200] [Batch 5/27] [D loss: 0.632994] [G loss: 0.650585]
[Epoch 57/200] [Batch 6/27] [D loss: 0.690189] [G loss: 0.653282]
[Epoch 57/200] [Batch 7/27] [D loss: 0.650795] [G loss: 0.629877]
[Epoch 57/200] [Batch 8/27] [D loss: 0.668627] [G loss: 0.549789]
[Epoch 57/200] [Batch 9/27] [D loss: 0.692677] [G loss: 0.557750]
[Epoch 57/200] [Batch 10/27] [D loss: 0.783742] [G loss: 0.565496]
[Epoch 57/200] [Batch 11/27] [D loss: 0.856125] [G loss: 0.583968]
[Epoch 57/200] [Batch 12/27] [D loss: 0.763543] [G loss: 0.763849]
[Epoch 57/200] [Batch 13/27] [D loss: 0.708438] [G loss: 0.799081]
[Epoch 57/200] [Batch 14/27] [D loss: 0.713789] [G loss: 0.852162]
[Epoch 57/200] [Batch 15/27] [D loss: 0.704644] [G loss: 0.714826]
[Epoch 57/200] [Batch 16/27] [D loss: 0.645477] [G loss: 0.729881]
[Epoch 57/200] [Batch 17/27] [D loss: 0.723480] [G loss: 0.671868]
[Epoch 57/200] [Batch 18/27] [D loss: 0.604013] [G loss: 0.743143]
[Epoch 57/200] [Batch 19/27] [D loss: 0.655159] [G loss: 0.715763]
[Epoch 57/200] [Batch 20/27] [D loss: 0.636823] [G loss: 0.738543]
[Epoch 57/200] [Batch 21/27] [D loss: 0.668364] [G loss: 0.754146]
[Epoch 57/200] [Batch 22/27] [D loss: 0.716265] [G loss: 0.650232]
[Epoch 57/200] [Batch 23/27] [D loss: 0.626875] [G loss: 0.877990]
[Epoch 57/200] [Batch 24/27] [D loss: 0.766089] [G loss: 0.792710]
[Epoch 57/200] [Batch 25/27] [D loss: 0.705071] [G loss: 0.724213]
[Epoch 57/200] [Batch 26/27] [D loss: 0.699677] [G loss: 0.832451]
[Epoch 58/200] [Batch 0/27] [D loss: 0.753487] [G loss: 0.664376]
[Epoch 58/200] [Batch 1/27] [D loss: 0.726434] [G loss: 0.702475]
[Epoch 58/200] [Batch 2/27] [D loss: 0.714969] [G loss: 0.769530]
[Epoch 58/200] [Batch 3/27] [D loss: 0.677446] [G loss: 0.787893]
[Epoch 58/200] [Batch 4/27] [D loss: 0.750066] [G loss: 0.728189]
[Epoch 58/200] [Batch 5/27] [D loss: 0.648785] [G loss: 0.766842]
[Epoch 58/200] [Batch 6/27] [D loss: 0.736190] [G loss: 0.738418]
[Epoch 58/200] [Batch 7/27] [D loss: 0.671708] [G loss: 0.657612]
[Epoch 58/200] [Batch 8/27] [D loss: 0.705179] [G loss: 0.627054]
[Epoch 58/200] [Batch 9/27] [D loss: 0.745064] [G loss: 0.790038]
[Epoch 58/200] [Batch 10/27] [D loss: 0.624669] [G loss: 0.908468]
[Epoch 58/200] [Batch 11/27] [D loss: 0.698332] [G loss: 0.867557]
[Epoch 58/200] [Batch 12/27] [D loss: 0.612046] [G loss: 0.891397]
[Epoch 58/200] [Batch 13/27] [D loss: 0.613975] [G loss: 0.870170]
[Epoch 58/200] [Batch 14/27] [D loss: 0.575543] [G loss: 0.770662]
[Epoch 58/200] [Batch 15/27] [D loss: 0.777471] [G loss: 0.635242]
[Epoch 58/200] [Batch 16/27] [D loss: 0.739826] [G loss: 0.600170]
[Epoch 58/200] [Batch 17/27] [D loss: 0.697239] [G loss: 0.596026]
[Epoch 58/200] [Batch 18/27] [D loss: 0.810803] [G loss: 0.619932]
[Epoch 58/200] [Batch 19/27] [D loss: 0.788296] [G loss: 0.821053]
[Epoch 58/200] [Batch 20/27] [D loss: 0.719886] [G loss: 0.883750]
[Epoch 58/200] [Batch 21/27] [D loss: 0.781454] [G loss: 0.743960]
[Epoch 58/200] [Batch 22/27] [D loss: 0.863334] [G loss: 0.715255]
[Epoch 58/200] [Batch 23/27] [D loss: 0.717787] [G loss: 0.712806]
[Epoch 58/200] [Batch 24/27] [D loss: 0.688626] [G loss: 0.665219]
[Epoch 58/200] [Batch 25/27] [D loss: 0.699101] [G loss: 0.633003]
[Epoch 58/200] [Batch 26/27] [D loss: 0.706821] [G loss: 0.658652]
[Epoch 59/200] [Batch 0/27] [D loss: 0.648815] [G loss: 0.688114]
[Epoch 59/200] [Batch 1/27] [D loss: 0.643845] [G loss: 0.694457]
[Epoch 59/200] [Batch 2/27] [D loss: 0.635508] [G loss: 0.810495]
[Epoch 59/200] [Batch 3/27] [D loss: 0.605068] [G loss: 0.818746]
[Epoch 59/200] [Batch 4/27] [D loss: 0.539955] [G loss: 0.838650]
[Epoch 59/200] [Batch 5/27] [D loss: 0.705915] [G loss: 0.812975]
[Epoch 59/200] [Batch 6/27] [D loss: 0.692241] [G loss: 0.600495]
[Epoch 59/200] [Batch 7/27] [D loss: 0.839759] [G loss: 0.537309]
[Epoch 59/200] [Batch 8/27] [D loss: 0.780146] [G loss: 0.766531]
[Epoch 59/200] [Batch 9/27] [D loss: 0.726882] [G loss: 0.805850]
[Epoch 59/200] [Batch 10/27] [D loss: 0.752570] [G loss: 0.857216]
[Epoch 59/200] [Batch 11/27] [D loss: 0.625933] [G loss: 0.847767]
[Epoch 59/200] [Batch 12/27] [D loss: 0.684349] [G loss: 0.814169]
[Epoch 59/200] [Batch 13/27] [D loss: 0.660882] [G loss: 0.823812]
[Epoch 59/200] [Batch 14/27] [D loss: 0.690045] [G loss: 0.768160]
[Epoch 59/200] [Batch 15/27] [D loss: 0.675179] [G loss: 0.811387]
[Epoch 59/200] [Batch 16/27] [D loss: 0.683415] [G loss: 0.738344]
[Epoch 59/200] [Batch 17/27] [D loss: 0.702523] [G loss: 0.659843]
[Epoch 59/200] [Batch 18/27] [D loss: 0.704456] [G loss: 0.695719]
[Epoch 59/200] [Batch 19/27] [D loss: 0.751509] [G loss: 0.614012]
[Epoch 59/200] [Batch 20/27] [D loss: 0.751832] [G loss: 0.682069]
[Epoch 59/200] [Batch 21/27] [D loss: 0.712980] [G loss: 0.639267]
[Epoch 59/200] [Batch 22/27] [D loss: 0.703336] [G loss: 0.547284]
[Epoch 59/200] [Batch 23/27] [D loss: 0.642610] [G loss: 0.647246]
[Epoch 59/200] [Batch 24/27] [D loss: 0.724213] [G loss: 0.652050]
[Epoch 59/200] [Batch 25/27] [D loss: 0.703925] [G loss: 0.710432]
[Epoch 59/200] [Batch 26/27] [D loss: 0.687507] [G loss: 0.694238]
[Epoch 60/200] [Batch 0/27] [D loss: 0.771806] [G loss: 0.914540]
[Epoch 60/200] [Batch 1/27] [D loss: 0.714085] [G loss: 0.931545]
[Epoch 60/200] [Batch 2/27] [D loss: 0.675030] [G loss: 0.918125]
[Epoch 60/200] [Batch 3/27] [D loss: 0.689184] [G loss: 0.686073]
[Epoch 60/200] [Batch 4/27] [D loss: 0.702890] [G loss: 0.665288]
[Epoch 60/200] [Batch 5/27] [D loss: 0.746652] [G loss: 0.634728]
[Epoch 60/200] [Batch 6/27] [D loss: 0.634426] [G loss: 0.650992]
[Epoch 60/200] [Batch 7/27] [D loss: 0.672093] [G loss: 0.677412]
[Epoch 60/200] [Batch 8/27] [D loss: 0.706124] [G loss: 0.591950]
[Epoch 60/200] [Batch 9/27] [D loss: 0.629679] [G loss: 0.535057]
[Epoch 60/200] [Batch 10/27] [D loss: 0.684429] [G loss: 0.689150]
[Epoch 60/200] [Batch 11/27] [D loss: 0.699209] [G loss: 0.644811]
[Epoch 60/200] [Batch 12/27] [D loss: 0.711327] [G loss: 0.840292]
[Epoch 60/200] [Batch 13/27] [D loss: 0.757746] [G loss: 0.755529]
[Epoch 60/200] [Batch 14/27] [D loss: 0.646665] [G loss: 0.912742]
[Epoch 60/200] [Batch 15/27] [D loss: 0.694171] [G loss: 0.950399]
[Epoch 60/200] [Batch 16/27] [D loss: 0.664725] [G loss: 0.815629]
[Epoch 60/200] [Batch 17/27] [D loss: 0.700828] [G loss: 0.751820]
[Epoch 60/200] [Batch 18/27] [D loss: 0.735808] [G loss: 0.736209]
[Epoch 60/200] [Batch 19/27] [D loss: 0.714262] [G loss: 0.653217]
[Epoch 60/200] [Batch 20/27] [D loss: 0.718490] [G loss: 0.620951]
[Epoch 60/200] [Batch 21/27] [D loss: 0.735996] [G loss: 0.655995]
[Epoch 60/200] [Batch 22/27] [D loss: 0.685581] [G loss: 0.678387]
[Epoch 60/200] [Batch 23/27] [D loss: 0.650912] [G loss: 0.777984]
[Epoch 60/200] [Batch 24/27] [D loss: 0.716558] [G loss: 0.831868]
[Epoch 60/200] [Batch 25/27] [D loss: 0.689762] [G loss: 0.737241]
[Epoch 60/200] [Batch 26/27] [D loss: 0.644414] [G loss: 0.789582]
[Epoch 61/200] [Batch 0/27] [D loss: 0.689121] [G loss: 0.724381]
[Epoch 61/200] [Batch 1/27] [D loss: 0.657785] [G loss: 0.746823]
[Epoch 61/200] [Batch 2/27] [D loss: 0.685284] [G loss: 0.725632]
[Epoch 61/200] [Batch 3/27] [D loss: 0.652772] [G loss: 0.676620]
[Epoch 61/200] [Batch 4/27] [D loss: 0.673959] [G loss: 0.744372]
[Epoch 61/200] [Batch 5/27] [D loss: 0.765577] [G loss: 0.684354]
[Epoch 61/200] [Batch 6/27] [D loss: 0.669614] [G loss: 0.743733]
[Epoch 61/200] [Batch 7/27] [D loss: 0.645229] [G loss: 0.594394]
[Epoch 61/200] [Batch 8/27] [D loss: 0.660865] [G loss: 0.690899]
[Epoch 61/200] [Batch 9/27] [D loss: 0.670036] [G loss: 0.670839]
[Epoch 61/200] [Batch 10/27] [D loss: 0.704725] [G loss: 0.659615]
[Epoch 61/200] [Batch 11/27] [D loss: 0.684772] [G loss: 0.803681]
[Epoch 61/200] [Batch 12/27] [D loss: 0.645844] [G loss: 0.714170]
[Epoch 61/200] [Batch 13/27] [D loss: 0.663229] [G loss: 0.885111]
[Epoch 61/200] [Batch 14/27] [D loss: 0.673325] [G loss: 0.708866]
[Epoch 61/200] [Batch 15/27] [D loss: 0.651550] [G loss: 0.728492]
[Epoch 61/200] [Batch 16/27] [D loss: 0.687553] [G loss: 0.739052]
[Epoch 61/200] [Batch 17/27] [D loss: 0.697952] [G loss: 0.698941]
[Epoch 61/200] [Batch 18/27] [D loss: 0.623798] [G loss: 0.739554]
[Epoch 61/200] [Batch 19/27] [D loss: 0.744943] [G loss: 0.749386]
[Epoch 61/200] [Batch 20/27] [D loss: 0.619834] [G loss: 0.691726]
[Epoch 61/200] [Batch 21/27] [D loss: 0.646918] [G loss: 0.746146]
[Epoch 61/200] [Batch 22/27] [D loss: 0.700709] [G loss: 0.751420]
[Epoch 61/200] [Batch 23/27] [D loss: 0.659718] [G loss: 0.754592]
[Epoch 61/200] [Batch 24/27] [D loss: 0.554555] [G loss: 0.805868]
[Epoch 61/200] [Batch 25/27] [D loss: 0.652287] [G loss: 0.668925]
[Epoch 61/200] [Batch 26/27] [D loss: 0.692396] [G loss: 0.764973]
[Epoch 62/200] [Batch 0/27] [D loss: 0.746895] [G loss: 0.730678]
[Epoch 62/200] [Batch 1/27] [D loss: 0.679991] [G loss: 0.819339]
[Epoch 62/200] [Batch 2/27] [D loss: 0.674136] [G loss: 0.636004]
[Epoch 62/200] [Batch 3/27] [D loss: 0.701592] [G loss: 0.700025]
[Epoch 62/200] [Batch 4/27] [D loss: 0.735961] [G loss: 0.774520]
[Epoch 62/200] [Batch 5/27] [D loss: 0.699010] [G loss: 0.822500]
[Epoch 62/200] [Batch 6/27] [D loss: 0.635276] [G loss: 0.764825]
[Epoch 62/200] [Batch 7/27] [D loss: 0.753882] [G loss: 0.867920]
[Epoch 62/200] [Batch 8/27] [D loss: 0.642045] [G loss: 0.804939]
[Epoch 62/200] [Batch 9/27] [D loss: 0.687343] [G loss: 0.784492]
[Epoch 62/200] [Batch 10/27] [D loss: 0.641279] [G loss: 0.858104]
[Epoch 62/200] [Batch 11/27] [D loss: 0.708085] [G loss: 0.765449]
[Epoch 62/200] [Batch 12/27] [D loss: 0.703652] [G loss: 0.768940]
[Epoch 62/200] [Batch 13/27] [D loss: 0.679901] [G loss: 0.794389]
[Epoch 62/200] [Batch 14/27] [D loss: 0.622547] [G loss: 0.794423]
[Epoch 62/200] [Batch 15/27] [D loss: 0.696759] [G loss: 0.692380]
[Epoch 62/200] [Batch 16/27] [D loss: 0.645347] [G loss: 0.610346]
[Epoch 62/200] [Batch 17/27] [D loss: 0.669735] [G loss: 0.623447]
[Epoch 62/200] [Batch 18/27] [D loss: 0.701291] [G loss: 0.703879]
[Epoch 62/200] [Batch 19/27] [D loss: 0.651667] [G loss: 0.731792]
[Epoch 62/200] [Batch 20/27] [D loss: 0.674878] [G loss: 0.826633]
[Epoch 62/200] [Batch 21/27] [D loss: 0.796722] [G loss: 0.867192]
[Epoch 62/200] [Batch 22/27] [D loss: 0.741835] [G loss: 0.784268]
[Epoch 62/200] [Batch 23/27] [D loss: 0.743806] [G loss: 0.794220]
[Epoch 62/200] [Batch 24/27] [D loss: 0.674602] [G loss: 0.672218]
[Epoch 62/200] [Batch 25/27] [D loss: 0.726925] [G loss: 0.605650]
[Epoch 62/200] [Batch 26/27] [D loss: 0.698595] [G loss: 0.638332]
[Epoch 63/200] [Batch 0/27] [D loss: 0.708074] [G loss: 0.651281]
[Epoch 63/200] [Batch 1/27] [D loss: 0.637663] [G loss: 0.746487]
[Epoch 63/200] [Batch 2/27] [D loss: 0.689944] [G loss: 0.631314]
[Epoch 63/200] [Batch 3/27] [D loss: 0.650368] [G loss: 0.780560]
[Epoch 63/200] [Batch 4/27] [D loss: 0.649699] [G loss: 0.800533]
[Epoch 63/200] [Batch 5/27] [D loss: 0.645476] [G loss: 0.722559]
[Epoch 63/200] [Batch 6/27] [D loss: 0.719595] [G loss: 0.745519]
[Epoch 63/200] [Batch 7/27] [D loss: 0.644373] [G loss: 0.627739]
[Epoch 63/200] [Batch 8/27] [D loss: 0.734347] [G loss: 0.714503]
[Epoch 63/200] [Batch 9/27] [D loss: 0.705940] [G loss: 0.689098]
[Epoch 63/200] [Batch 10/27] [D loss: 0.646707] [G loss: 0.743273]
[Epoch 63/200] [Batch 11/27] [D loss: 0.689885] [G loss: 0.675972]
[Epoch 63/200] [Batch 12/27] [D loss: 0.624907] [G loss: 0.722522]
[Epoch 63/200] [Batch 13/27] [D loss: 0.642478] [G loss: 0.651288]
[Epoch 63/200] [Batch 14/27] [D loss: 0.680103] [G loss: 0.755865]
[Epoch 63/200] [Batch 15/27] [D loss: 0.683113] [G loss: 0.700269]
[Epoch 63/200] [Batch 16/27] [D loss: 0.738588] [G loss: 0.651178]
[Epoch 63/200] [Batch 17/27] [D loss: 0.687012] [G loss: 0.798419]
[Epoch 63/200] [Batch 18/27] [D loss: 0.639146] [G loss: 0.744769]
[Epoch 63/200] [Batch 19/27] [D loss: 0.627056] [G loss: 0.856909]
[Epoch 63/200] [Batch 20/27] [D loss: 0.665157] [G loss: 0.736057]
[Epoch 63/200] [Batch 21/27] [D loss: 0.687559] [G loss: 0.683149]
[Epoch 63/200] [Batch 22/27] [D loss: 0.737008] [G loss: 0.688557]
[Epoch 63/200] [Batch 23/27] [D loss: 0.708305] [G loss: 0.687496]
[Epoch 63/200] [Batch 24/27] [D loss: 0.654844] [G loss: 0.784620]
[Epoch 63/200] [Batch 25/27] [D loss: 0.647629] [G loss: 0.744488]
[Epoch 63/200] [Batch 26/27] [D loss: 0.779322] [G loss: 0.610088]
[Epoch 64/200] [Batch 0/27] [D loss: 0.710996] [G loss: 0.663860]
[Epoch 64/200] [Batch 1/27] [D loss: 0.727071] [G loss: 0.615076]
[Epoch 64/200] [Batch 2/27] [D loss: 0.695282] [G loss: 0.588162]
[Epoch 64/200] [Batch 3/27] [D loss: 0.725402] [G loss: 0.852873]
[Epoch 64/200] [Batch 4/27] [D loss: 0.630162] [G loss: 0.922433]
[Epoch 64/200] [Batch 5/27] [D loss: 0.615537] [G loss: 0.942438]
[Epoch 64/200] [Batch 6/27] [D loss: 0.660380] [G loss: 0.788470]
[Epoch 64/200] [Batch 7/27] [D loss: 0.752272] [G loss: 0.846921]
[Epoch 64/200] [Batch 8/27] [D loss: 0.692990] [G loss: 0.681630]
[Epoch 64/200] [Batch 9/27] [D loss: 0.685313] [G loss: 0.524384]
[Epoch 64/200] [Batch 10/27] [D loss: 0.695216] [G loss: 0.747069]
[Epoch 64/200] [Batch 11/27] [D loss: 0.676884] [G loss: 0.704333]
[Epoch 64/200] [Batch 12/27] [D loss: 0.660304] [G loss: 0.769507]
[Epoch 64/200] [Batch 13/27] [D loss: 0.658602] [G loss: 0.736076]
[Epoch 64/200] [Batch 14/27] [D loss: 0.619721] [G loss: 0.829332]
[Epoch 64/200] [Batch 15/27] [D loss: 0.576517] [G loss: 0.791316]
[Epoch 64/200] [Batch 16/27] [D loss: 0.671087] [G loss: 0.736286]
[Epoch 64/200] [Batch 17/27] [D loss: 0.649079] [G loss: 0.684696]
[Epoch 64/200] [Batch 18/27] [D loss: 0.768005] [G loss: 0.648956]
[Epoch 64/200] [Batch 19/27] [D loss: 0.659531] [G loss: 0.622282]
[Epoch 64/200] [Batch 20/27] [D loss: 0.630150] [G loss: 0.585399]
[Epoch 64/200] [Batch 21/27] [D loss: 0.716739] [G loss: 0.670974]
[Epoch 64/200] [Batch 22/27] [D loss: 0.681448] [G loss: 0.702898]
[Epoch 64/200] [Batch 23/27] [D loss: 0.643570] [G loss: 0.738371]
[Epoch 64/200] [Batch 24/27] [D loss: 0.686566] [G loss: 0.614892]
[Epoch 64/200] [Batch 25/27] [D loss: 0.631339] [G loss: 0.716537]
[Epoch 64/200] [Batch 26/27] [D loss: 0.690042] [G loss: 0.684954]
[Epoch 65/200] [Batch 0/27] [D loss: 0.674830] [G loss: 0.746327]
[Epoch 65/200] [Batch 1/27] [D loss: 0.738660] [G loss: 0.841476]
[Epoch 65/200] [Batch 2/27] [D loss: 0.676229] [G loss: 0.736641]
[Epoch 65/200] [Batch 3/27] [D loss: 0.695965] [G loss: 0.750887]
[Epoch 65/200] [Batch 4/27] [D loss: 0.683931] [G loss: 0.778165]
[Epoch 65/200] [Batch 5/27] [D loss: 0.673485] [G loss: 0.732824]
[Epoch 65/200] [Batch 6/27] [D loss: 0.705441] [G loss: 0.807281]
[Epoch 65/200] [Batch 7/27] [D loss: 0.696379] [G loss: 0.754090]
[Epoch 65/200] [Batch 8/27] [D loss: 0.623231] [G loss: 0.758379]
[Epoch 65/200] [Batch 9/27] [D loss: 0.605039] [G loss: 0.816120]
[Epoch 65/200] [Batch 10/27] [D loss: 0.642394] [G loss: 0.894719]
[Epoch 65/200] [Batch 11/27] [D loss: 0.568537] [G loss: 0.921033]
[Epoch 65/200] [Batch 12/27] [D loss: 0.615090] [G loss: 0.850229]
[Epoch 65/200] [Batch 13/27] [D loss: 0.690830] [G loss: 0.751353]
[Epoch 65/200] [Batch 14/27] [D loss: 0.592278] [G loss: 0.854888]
[Epoch 65/200] [Batch 15/27] [D loss: 0.589035] [G loss: 0.949263]
[Epoch 65/200] [Batch 16/27] [D loss: 0.722727] [G loss: 0.984870]
[Epoch 65/200] [Batch 17/27] [D loss: 0.787217] [G loss: 0.608611]
[Epoch 65/200] [Batch 18/27] [D loss: 0.726954] [G loss: 0.765345]
[Epoch 65/200] [Batch 19/27] [D loss: 0.848055] [G loss: 0.804820]
[Epoch 65/200] [Batch 20/27] [D loss: 0.708934] [G loss: 0.534211]
[Epoch 65/200] [Batch 21/27] [D loss: 0.747290] [G loss: 0.522790]
[Epoch 65/200] [Batch 22/27] [D loss: 0.664554] [G loss: 0.494892]
[Epoch 65/200] [Batch 23/27] [D loss: 0.622308] [G loss: 0.625256]
[Epoch 65/200] [Batch 24/27] [D loss: 0.641344] [G loss: 0.815002]
[Epoch 65/200] [Batch 25/27] [D loss: 0.634096] [G loss: 0.906058]
[Epoch 65/200] [Batch 26/27] [D loss: 0.621387] [G loss: 0.854106]
[Epoch 66/200] [Batch 0/27] [D loss: 0.627641] [G loss: 0.742496]
[Epoch 66/200] [Batch 1/27] [D loss: 0.701411] [G loss: 0.522759]
[Epoch 66/200] [Batch 2/27] [D loss: 0.806890] [G loss: 0.550756]
[Epoch 66/200] [Batch 3/27] [D loss: 0.768760] [G loss: 0.692124]
[Epoch 66/200] [Batch 4/27] [D loss: 0.867710] [G loss: 0.847136]
[Epoch 66/200] [Batch 5/27] [D loss: 0.717573] [G loss: 1.112797]
[Epoch 66/200] [Batch 6/27] [D loss: 0.683825] [G loss: 1.293785]
[Epoch 66/200] [Batch 7/27] [D loss: 0.656503] [G loss: 1.024043]
[Epoch 66/200] [Batch 8/27] [D loss: 0.694609] [G loss: 0.798083]
[Epoch 66/200] [Batch 9/27] [D loss: 0.733449] [G loss: 0.713457]
[Epoch 66/200] [Batch 10/27] [D loss: 0.792549] [G loss: 0.653919]
[Epoch 66/200] [Batch 11/27] [D loss: 0.798818] [G loss: 0.621337]
[Epoch 66/200] [Batch 12/27] [D loss: 0.663602] [G loss: 0.661545]
[Epoch 66/200] [Batch 13/27] [D loss: 0.758151] [G loss: 0.610632]
[Epoch 66/200] [Batch 14/27] [D loss: 0.746643] [G loss: 0.580391]
[Epoch 66/200] [Batch 15/27] [D loss: 0.685578] [G loss: 0.693895]
[Epoch 66/200] [Batch 16/27] [D loss: 0.745789] [G loss: 0.603529]
[Epoch 66/200] [Batch 17/27] [D loss: 0.684721] [G loss: 0.682726]
[Epoch 66/200] [Batch 18/27] [D loss: 0.680296] [G loss: 0.719759]
[Epoch 66/200] [Batch 19/27] [D loss: 0.742833] [G loss: 0.709211]
[Epoch 66/200] [Batch 20/27] [D loss: 0.711505] [G loss: 0.743883]
[Epoch 66/200] [Batch 21/27] [D loss: 0.637378] [G loss: 0.786195]
[Epoch 66/200] [Batch 22/27] [D loss: 0.690594] [G loss: 0.795442]
[Epoch 66/200] [Batch 23/27] [D loss: 0.636160] [G loss: 0.781976]
[Epoch 66/200] [Batch 24/27] [D loss: 0.664196] [G loss: 0.721891]
[Epoch 66/200] [Batch 25/27] [D loss: 0.599299] [G loss: 0.729372]
[Epoch 66/200] [Batch 26/27] [D loss: 0.661760] [G loss: 0.744450]
[Epoch 67/200] [Batch 0/27] [D loss: 0.611878] [G loss: 0.782492]
[Epoch 67/200] [Batch 1/27] [D loss: 0.710312] [G loss: 0.811677]
[Epoch 67/200] [Batch 2/27] [D loss: 0.628098] [G loss: 0.710303]
[Epoch 67/200] [Batch 3/27] [D loss: 0.674223] [G loss: 0.624537]
[Epoch 67/200] [Batch 4/27] [D loss: 0.740856] [G loss: 0.542556]
[Epoch 67/200] [Batch 5/27] [D loss: 0.739390] [G loss: 0.691325]
[Epoch 67/200] [Batch 6/27] [D loss: 0.657342] [G loss: 1.153721]
[Epoch 67/200] [Batch 7/27] [D loss: 0.677431] [G loss: 0.955356]
[Epoch 67/200] [Batch 8/27] [D loss: 0.689300] [G loss: 0.766444]
[Epoch 67/200] [Batch 9/27] [D loss: 0.613254] [G loss: 0.693906]
[Epoch 67/200] [Batch 10/27] [D loss: 0.683001] [G loss: 0.678462]
[Epoch 67/200] [Batch 11/27] [D loss: 0.648158] [G loss: 0.674533]
[Epoch 67/200] [Batch 12/27] [D loss: 0.662237] [G loss: 0.606322]
[Epoch 67/200] [Batch 13/27] [D loss: 0.759742] [G loss: 0.753105]
[Epoch 67/200] [Batch 14/27] [D loss: 0.641173] [G loss: 0.708505]
[Epoch 67/200] [Batch 15/27] [D loss: 0.648786] [G loss: 0.777467]
[Epoch 67/200] [Batch 16/27] [D loss: 0.669214] [G loss: 0.690501]
[Epoch 67/200] [Batch 17/27] [D loss: 0.714715] [G loss: 0.710032]
[Epoch 67/200] [Batch 18/27] [D loss: 0.686662] [G loss: 0.678576]
[Epoch 67/200] [Batch 19/27] [D loss: 0.674476] [G loss: 0.789598]
[Epoch 67/200] [Batch 20/27] [D loss: 0.742023] [G loss: 0.654645]
[Epoch 67/200] [Batch 21/27] [D loss: 0.786973] [G loss: 0.627127]
[Epoch 67/200] [Batch 22/27] [D loss: 0.759192] [G loss: 0.580303]
[Epoch 67/200] [Batch 23/27] [D loss: 0.691880] [G loss: 0.786267]
[Epoch 67/200] [Batch 24/27] [D loss: 0.643621] [G loss: 0.688784]
[Epoch 67/200] [Batch 25/27] [D loss: 0.660615] [G loss: 0.727077]
[Epoch 67/200] [Batch 26/27] [D loss: 0.676276] [G loss: 0.724588]
[Epoch 68/200] [Batch 0/27] [D loss: 0.705566] [G loss: 0.831604]
[Epoch 68/200] [Batch 1/27] [D loss: 0.691215] [G loss: 0.705337]
[Epoch 68/200] [Batch 2/27] [D loss: 0.744070] [G loss: 0.652139]
[Epoch 68/200] [Batch 3/27] [D loss: 0.669325] [G loss: 0.664861]
[Epoch 68/200] [Batch 4/27] [D loss: 0.659159] [G loss: 0.695557]
